word,sentiment,lexicon,words_in_lexicon
despise,anger,NRC,6468
despise,disgust,NRC,6468
despise,negative,NRC,6468
despotic,fear,NRC,6468
despotic,negative,NRC,6468
despotism,anger,NRC,6468
despotism,disgust,NRC,6468
despotism,fear,NRC,6468
despotism,negative,NRC,6468
despotism,sadness,NRC,6468
destination,anticipation,NRC,6468
destination,fear,NRC,6468
destination,joy,NRC,6468
destination,positive,NRC,6468
destination,sadness,NRC,6468
destination,surprise,NRC,6468
destined,anticipation,NRC,6468
destitute,fear,NRC,6468
destitute,negative,NRC,6468
destitute,sadness,NRC,6468
destroyed,anger,NRC,6468
destroyed,fear,NRC,6468
destroyed,negative,NRC,6468
destroyed,sadness,NRC,6468
destroyer,anger,NRC,6468
destroyer,fear,NRC,6468
destroyer,negative,NRC,6468
destroying,anger,NRC,6468
destroying,fear,NRC,6468
destroying,negative,NRC,6468
destroying,sadness,NRC,6468
destruction,anger,NRC,6468
destruction,negative,NRC,6468
destructive,anger,NRC,6468
destructive,disgust,NRC,6468
destructive,fear,NRC,6468
destructive,negative,NRC,6468
detachment,negative,NRC,6468
detain,negative,NRC,6468
detainee,anger,NRC,6468
detainee,anticipation,NRC,6468
detainee,fear,NRC,6468
detainee,negative,NRC,6468
detainee,sadness,NRC,6468
detect,positive,NRC,6468
detection,positive,NRC,6468
detention,negative,NRC,6468
detention,sadness,NRC,6468
deteriorate,fear,NRC,6468
deteriorate,negative,NRC,6468
deteriorate,sadness,NRC,6468
deteriorated,disgust,NRC,6468
deteriorated,negative,NRC,6468
deteriorated,sadness,NRC,6468
deterioration,anger,NRC,6468
deterioration,disgust,NRC,6468
deterioration,fear,NRC,6468
deterioration,negative,NRC,6468
deterioration,sadness,NRC,6468
determinate,anticipation,NRC,6468
determinate,trust,NRC,6468
determination,positive,NRC,6468
determination,trust,NRC,6468
determined,positive,NRC,6468
detest,anger,NRC,6468
detest,disgust,NRC,6468
detest,negative,NRC,6468
detonate,fear,NRC,6468
detonate,negative,NRC,6468
detonate,surprise,NRC,6468
detonation,anger,NRC,6468
detract,anger,NRC,6468
detract,negative,NRC,6468
detriment,negative,NRC,6468
detrimental,negative,NRC,6468
detritus,negative,NRC,6468
devastate,anger,NRC,6468
devastate,fear,NRC,6468
devastate,negative,NRC,6468
devastate,sadness,NRC,6468
devastating,anger,NRC,6468
devastating,disgust,NRC,6468
devastating,fear,NRC,6468
devastating,negative,NRC,6468
devastating,sadness,NRC,6468
devastating,trust,NRC,6468
devastation,anger,NRC,6468
devastation,fear,NRC,6468
devastation,negative,NRC,6468
devastation,sadness,NRC,6468
devastation,surprise,NRC,6468
develop,anticipation,NRC,6468
develop,positive,NRC,6468
deviation,sadness,NRC,6468
devil,anger,NRC,6468
devil,anticipation,NRC,6468
devil,disgust,NRC,6468
devil,fear,NRC,6468
devil,negative,NRC,6468
devil,sadness,NRC,6468
devilish,disgust,NRC,6468
devilish,fear,NRC,6468
devilish,negative,NRC,6468
devious,negative,NRC,6468
devolution,negative,NRC,6468
devotional,positive,NRC,6468
devotional,trust,NRC,6468
devour,negative,NRC,6468
devout,anticipation,NRC,6468
devout,joy,NRC,6468
devout,positive,NRC,6468
devout,trust,NRC,6468
dexterity,positive,NRC,6468
diabolical,anger,NRC,6468
diabolical,disgust,NRC,6468
diabolical,fear,NRC,6468
diabolical,negative,NRC,6468
diagnosis,anticipation,NRC,6468
diagnosis,fear,NRC,6468
diagnosis,negative,NRC,6468
diagnosis,trust,NRC,6468
diamond,joy,NRC,6468
diamond,positive,NRC,6468
diaper,disgust,NRC,6468
diarrhoea,disgust,NRC,6468
diary,joy,NRC,6468
diary,positive,NRC,6468
diary,trust,NRC,6468
diatribe,anger,NRC,6468
diatribe,disgust,NRC,6468
diatribe,negative,NRC,6468
dictator,fear,NRC,6468
dictator,negative,NRC,6468
dictatorial,anger,NRC,6468
dictatorial,negative,NRC,6468
dictatorship,anger,NRC,6468
dictatorship,anticipation,NRC,6468
dictatorship,disgust,NRC,6468
dictatorship,fear,NRC,6468
dictatorship,negative,NRC,6468
dictatorship,sadness,NRC,6468
dictionary,positive,NRC,6468
dictionary,trust,NRC,6468
dictum,trust,NRC,6468
didactic,positive,NRC,6468
die,fear,NRC,6468
die,negative,NRC,6468
die,sadness,NRC,6468
dietary,anticipation,NRC,6468
dietary,positive,NRC,6468
differential,trust,NRC,6468
differently,surprise,NRC,6468
difficult,fear,NRC,6468
difficulties,negative,NRC,6468
difficulties,sadness,NRC,6468
difficulty,anger,NRC,6468
difficulty,fear,NRC,6468
difficulty,negative,NRC,6468
difficulty,sadness,NRC,6468
digit,trust,NRC,6468
dignified,positive,NRC,6468
dignity,positive,NRC,6468
dignity,trust,NRC,6468
digress,anticipation,NRC,6468
digress,negative,NRC,6468
dike,fear,NRC,6468
dilapidated,disgust,NRC,6468
dilapidated,negative,NRC,6468
dilapidated,sadness,NRC,6468
diligence,positive,NRC,6468
diligence,trust,NRC,6468
dilute,negative,NRC,6468
diminish,negative,NRC,6468
diminish,sadness,NRC,6468
diminished,negative,NRC,6468
din,negative,NRC,6468
dinner,positive,NRC,6468
dinosaur,fear,NRC,6468
diplomacy,anticipation,NRC,6468
diplomacy,positive,NRC,6468
diplomacy,trust,NRC,6468
diplomatic,positive,NRC,6468
diplomatic,trust,NRC,6468
dire,disgust,NRC,6468
dire,fear,NRC,6468
dire,negative,NRC,6468
dire,sadness,NRC,6468
dire,surprise,NRC,6468
director,positive,NRC,6468
director,trust,NRC,6468
dirt,disgust,NRC,6468
dirt,negative,NRC,6468
dirty,disgust,NRC,6468
dirty,negative,NRC,6468
disability,negative,NRC,6468
disability,sadness,NRC,6468
disable,fear,NRC,6468
disable,negative,NRC,6468
disable,sadness,NRC,6468
disabled,fear,NRC,6468
disabled,negative,NRC,6468
disabled,sadness,NRC,6468
disaffected,negative,NRC,6468
disagree,anger,NRC,6468
disagree,negative,NRC,6468
disagreeing,anger,NRC,6468
disagreeing,negative,NRC,6468
disagreeing,sadness,NRC,6468
disagreement,anger,NRC,6468
disagreement,negative,NRC,6468
disagreement,sadness,NRC,6468
disallowed,anger,NRC,6468
disallowed,disgust,NRC,6468
disallowed,fear,NRC,6468
disallowed,negative,NRC,6468
disallowed,sadness,NRC,6468
disappear,fear,NRC,6468
disappoint,anger,NRC,6468
disappoint,disgust,NRC,6468
disappoint,negative,NRC,6468
disappoint,sadness,NRC,6468
disappointed,anger,NRC,6468
disappointed,disgust,NRC,6468
disappointed,negative,NRC,6468
disappointed,sadness,NRC,6468
disappointing,negative,NRC,6468
disappointing,sadness,NRC,6468
disappointment,disgust,NRC,6468
disappointment,negative,NRC,6468
disappointment,sadness,NRC,6468
disapproval,negative,NRC,6468
disapproval,sadness,NRC,6468
disapprove,anger,NRC,6468
disapprove,disgust,NRC,6468
disapprove,fear,NRC,6468
disapprove,negative,NRC,6468
disapprove,sadness,NRC,6468
disapproved,anger,NRC,6468
disapproved,negative,NRC,6468
disapproved,sadness,NRC,6468
disapproving,anger,NRC,6468
disapproving,disgust,NRC,6468
disapproving,negative,NRC,6468
disapproving,sadness,NRC,6468
disaster,anger,NRC,6468
disaster,disgust,NRC,6468
disaster,fear,NRC,6468
disaster,negative,NRC,6468
disaster,sadness,NRC,6468
disaster,surprise,NRC,6468
disastrous,anger,NRC,6468
disastrous,fear,NRC,6468
disastrous,negative,NRC,6468
disastrous,sadness,NRC,6468
disbelieve,negative,NRC,6468
discards,negative,NRC,6468
discharge,negative,NRC,6468
disciple,trust,NRC,6468
discipline,fear,NRC,6468
discipline,negative,NRC,6468
disclaim,anger,NRC,6468
disclaim,disgust,NRC,6468
disclaim,negative,NRC,6468
disclaim,trust,NRC,6468
disclosed,trust,NRC,6468
discoloration,disgust,NRC,6468
discoloration,negative,NRC,6468
discolored,disgust,NRC,6468
discolored,negative,NRC,6468
discolored,sadness,NRC,6468
discomfort,negative,NRC,6468
discomfort,sadness,NRC,6468
disconnect,negative,NRC,6468
disconnect,sadness,NRC,6468
disconnected,negative,NRC,6468
disconnected,sadness,NRC,6468
disconnection,negative,NRC,6468
discontent,anger,NRC,6468
discontent,disgust,NRC,6468
discontent,fear,NRC,6468
discontent,negative,NRC,6468
discontent,sadness,NRC,6468
discontinue,negative,NRC,6468
discontinuity,disgust,NRC,6468
discontinuity,fear,NRC,6468
discontinuity,negative,NRC,6468
discontinuity,sadness,NRC,6468
discord,anger,NRC,6468
discord,disgust,NRC,6468
discord,negative,NRC,6468
discourage,fear,NRC,6468
discourage,negative,NRC,6468
discourage,sadness,NRC,6468
discouragement,negative,NRC,6468
discovery,positive,NRC,6468
discredit,negative,NRC,6468
discreet,anticipation,NRC,6468
discreet,positive,NRC,6468
discretion,anticipation,NRC,6468
discretion,positive,NRC,6468
discretion,trust,NRC,6468
discretionary,positive,NRC,6468
discriminate,anger,NRC,6468
discriminate,negative,NRC,6468
discriminate,sadness,NRC,6468
discriminating,disgust,NRC,6468
discriminating,negative,NRC,6468
discrimination,anger,NRC,6468
discrimination,disgust,NRC,6468
discrimination,fear,NRC,6468
discrimination,negative,NRC,6468
discrimination,sadness,NRC,6468
discussion,positive,NRC,6468
disdain,anger,NRC,6468
disdain,disgust,NRC,6468
disdain,negative,NRC,6468
disease,anger,NRC,6468
disease,disgust,NRC,6468
disease,fear,NRC,6468
disease,negative,NRC,6468
disease,sadness,NRC,6468
diseased,disgust,NRC,6468
diseased,fear,NRC,6468
diseased,negative,NRC,6468
diseased,sadness,NRC,6468
disembodied,fear,NRC,6468
disembodied,negative,NRC,6468
disembodied,sadness,NRC,6468
disengagement,negative,NRC,6468
disfigured,anger,NRC,6468
disfigured,disgust,NRC,6468
disfigured,fear,NRC,6468
disfigured,negative,NRC,6468
disfigured,sadness,NRC,6468
disgrace,anger,NRC,6468
disgrace,disgust,NRC,6468
disgrace,negative,NRC,6468
disgrace,sadness,NRC,6468
disgraced,anger,NRC,6468
disgraced,disgust,NRC,6468
disgraced,negative,NRC,6468
disgraced,sadness,NRC,6468
disgraceful,anger,NRC,6468
disgraceful,disgust,NRC,6468
disgraceful,negative,NRC,6468
disgruntled,anger,NRC,6468
disgruntled,disgust,NRC,6468
disgruntled,negative,NRC,6468
disgruntled,sadness,NRC,6468
disgust,anger,NRC,6468
disgust,disgust,NRC,6468
disgust,fear,NRC,6468
disgust,negative,NRC,6468
disgust,sadness,NRC,6468
disgusting,anger,NRC,6468
disgusting,disgust,NRC,6468
disgusting,fear,NRC,6468
disgusting,negative,NRC,6468
disheartened,negative,NRC,6468
disheartened,sadness,NRC,6468
disheartening,negative,NRC,6468
disheartening,sadness,NRC,6468
dishonest,anger,NRC,6468
dishonest,disgust,NRC,6468
dishonest,negative,NRC,6468
dishonest,sadness,NRC,6468
dishonesty,disgust,NRC,6468
dishonesty,negative,NRC,6468
dishonor,anger,NRC,6468
dishonor,disgust,NRC,6468
dishonor,fear,NRC,6468
dishonor,negative,NRC,6468
dishonor,sadness,NRC,6468
disillusionment,anger,NRC,6468
disillusionment,disgust,NRC,6468
disillusionment,negative,NRC,6468
disillusionment,sadness,NRC,6468
disinfection,positive,NRC,6468
disinformation,anger,NRC,6468
disinformation,fear,NRC,6468
disinformation,negative,NRC,6468
disingenuous,disgust,NRC,6468
disingenuous,negative,NRC,6468
disintegrate,disgust,NRC,6468
disintegrate,fear,NRC,6468
disintegrate,negative,NRC,6468
disintegration,negative,NRC,6468
disinterested,negative,NRC,6468
dislike,anger,NRC,6468
dislike,disgust,NRC,6468
dislike,negative,NRC,6468
disliked,anger,NRC,6468
disliked,negative,NRC,6468
disliked,sadness,NRC,6468
dislocated,anger,NRC,6468
dislocated,disgust,NRC,6468
dislocated,fear,NRC,6468
dislocated,negative,NRC,6468
dislocated,sadness,NRC,6468
dismal,disgust,NRC,6468
dismal,fear,NRC,6468
dismal,negative,NRC,6468
dismal,sadness,NRC,6468
dismay,anger,NRC,6468
dismay,anticipation,NRC,6468
dismay,fear,NRC,6468
dismay,negative,NRC,6468
dismay,sadness,NRC,6468
dismay,surprise,NRC,6468
dismemberment,disgust,NRC,6468
dismemberment,fear,NRC,6468
dismemberment,negative,NRC,6468
dismemberment,sadness,NRC,6468
dismissal,anger,NRC,6468
dismissal,disgust,NRC,6468
dismissal,fear,NRC,6468
dismissal,negative,NRC,6468
dismissal,sadness,NRC,6468
dismissal,surprise,NRC,6468
disobedience,anger,NRC,6468
disobedience,disgust,NRC,6468
disobedience,negative,NRC,6468
disobedient,anger,NRC,6468
disobedient,negative,NRC,6468
disobey,anger,NRC,6468
disobey,disgust,NRC,6468
disobey,negative,NRC,6468
disorder,fear,NRC,6468
disorder,negative,NRC,6468
disorderly,negative,NRC,6468
disorganized,negative,NRC,6468
disparage,anger,NRC,6468
disparage,disgust,NRC,6468
disparage,negative,NRC,6468
disparage,sadness,NRC,6468
disparaging,anger,NRC,6468
disparaging,disgust,NRC,6468
disparaging,negative,NRC,6468
disparaging,sadness,NRC,6468
disparity,anger,NRC,6468
disparity,disgust,NRC,6468
disparity,negative,NRC,6468
disparity,sadness,NRC,6468
dispassionate,negative,NRC,6468
dispassionate,sadness,NRC,6468
dispel,negative,NRC,6468
dispel,sadness,NRC,6468
dispersion,negative,NRC,6468
displace,negative,NRC,6468
displaced,anger,NRC,6468
displaced,fear,NRC,6468
displaced,sadness,NRC,6468
displeased,anger,NRC,6468
displeased,disgust,NRC,6468
displeased,fear,NRC,6468
displeased,negative,NRC,6468
displeased,sadness,NRC,6468
displeasure,disgust,NRC,6468
displeasure,negative,NRC,6468
disposal,negative,NRC,6468
dispose,disgust,NRC,6468
disposed,anticipation,NRC,6468
disposed,positive,NRC,6468
disposed,trust,NRC,6468
dispossessed,anger,NRC,6468
dispossessed,fear,NRC,6468
dispossessed,negative,NRC,6468
dispossessed,sadness,NRC,6468
dispute,anger,NRC,6468
dispute,negative,NRC,6468
disqualification,negative,NRC,6468
disqualified,anger,NRC,6468
disqualified,disgust,NRC,6468
disqualified,negative,NRC,6468
disqualified,sadness,NRC,6468
disqualify,negative,NRC,6468
disqualify,sadness,NRC,6468
disregard,negative,NRC,6468
disregarded,disgust,NRC,6468
disregarded,negative,NRC,6468
disreputable,anger,NRC,6468
disreputable,disgust,NRC,6468
disreputable,fear,NRC,6468
disreputable,negative,NRC,6468
disrespect,anger,NRC,6468
disrespect,negative,NRC,6468
disrespectful,anger,NRC,6468
disrespectful,disgust,NRC,6468
disrespectful,fear,NRC,6468
disrespectful,negative,NRC,6468
disrespectful,sadness,NRC,6468
disruption,anger,NRC,6468
disruption,fear,NRC,6468
disruption,negative,NRC,6468
disruption,surprise,NRC,6468
dissatisfaction,negative,NRC,6468
dissection,disgust,NRC,6468
disseminate,positive,NRC,6468
dissension,anger,NRC,6468
dissension,negative,NRC,6468
dissenting,negative,NRC,6468
disservice,anger,NRC,6468
disservice,disgust,NRC,6468
disservice,negative,NRC,6468
disservice,sadness,NRC,6468
dissident,anger,NRC,6468
dissident,fear,NRC,6468
dissident,negative,NRC,6468
dissolution,anger,NRC,6468
dissolution,fear,NRC,6468
dissolution,negative,NRC,6468
dissolution,sadness,NRC,6468
dissolution,surprise,NRC,6468
dissonance,anger,NRC,6468
dissonance,negative,NRC,6468
distaste,disgust,NRC,6468
distaste,negative,NRC,6468
distasteful,disgust,NRC,6468
distasteful,negative,NRC,6468
distillation,positive,NRC,6468
distinction,positive,NRC,6468
distorted,disgust,NRC,6468
distorted,negative,NRC,6468
distortion,negative,NRC,6468
distract,negative,NRC,6468
distracted,anger,NRC,6468
distracted,negative,NRC,6468
distracting,anger,NRC,6468
distracting,anticipation,NRC,6468
distracting,negative,NRC,6468
distraction,negative,NRC,6468
distraught,negative,NRC,6468
distraught,sadness,NRC,6468
distress,anger,NRC,6468
distress,disgust,NRC,6468
distress,fear,NRC,6468
distress,negative,NRC,6468
distress,sadness,NRC,6468
distress,surprise,NRC,6468
distressed,fear,NRC,6468
distressed,negative,NRC,6468
distressing,anger,NRC,6468
distressing,fear,NRC,6468
distressing,negative,NRC,6468
distrust,anger,NRC,6468
distrust,disgust,NRC,6468
distrust,fear,NRC,6468
distrust,negative,NRC,6468
disturbance,anger,NRC,6468
disturbance,fear,NRC,6468
disturbance,negative,NRC,6468
disturbance,sadness,NRC,6468
disturbance,surprise,NRC,6468
disturbed,anger,NRC,6468
disturbed,negative,NRC,6468
disturbed,sadness,NRC,6468
disuse,negative,NRC,6468
disused,anger,NRC,6468
disused,negative,NRC,6468
ditty,joy,NRC,6468
ditty,positive,NRC,6468
divan,trust,NRC,6468
divergent,negative,NRC,6468
divergent,surprise,NRC,6468
diverse,negative,NRC,6468
diverse,positive,NRC,6468
diversified,positive,NRC,6468
diversion,positive,NRC,6468
diversion,surprise,NRC,6468
divested,negative,NRC,6468
divestment,negative,NRC,6468
divination,anticipation,NRC,6468
divinity,positive,NRC,6468
divorce,anger,NRC,6468
divorce,disgust,NRC,6468
divorce,fear,NRC,6468
divorce,negative,NRC,6468
divorce,sadness,NRC,6468
divorce,surprise,NRC,6468
divorce,trust,NRC,6468
dizziness,negative,NRC,6468
dizzy,negative,NRC,6468
docked,negative,NRC,6468
doctor,positive,NRC,6468
doctor,trust,NRC,6468
doctrine,trust,NRC,6468
doer,positive,NRC,6468
dogged,positive,NRC,6468
dogma,trust,NRC,6468
doit,negative,NRC,6468
doldrums,negative,NRC,6468
doldrums,sadness,NRC,6468
dole,negative,NRC,6468
dole,sadness,NRC,6468
doll,joy,NRC,6468
dolor,negative,NRC,6468
dolor,sadness,NRC,6468
dolphin,joy,NRC,6468
dolphin,positive,NRC,6468
dolphin,surprise,NRC,6468
dolphin,trust,NRC,6468
dominant,fear,NRC,6468
dominant,negative,NRC,6468
dominate,anger,NRC,6468
dominate,fear,NRC,6468
dominate,negative,NRC,6468
dominate,positive,NRC,6468
domination,anger,NRC,6468
domination,fear,NRC,6468
domination,negative,NRC,6468
domination,sadness,NRC,6468
dominion,fear,NRC,6468
dominion,trust,NRC,6468
don,positive,NRC,6468
don,trust,NRC,6468
donation,positive,NRC,6468
donkey,disgust,NRC,6468
donkey,negative,NRC,6468
doodle,negative,NRC,6468
doom,fear,NRC,6468
doom,negative,NRC,6468
doomed,fear,NRC,6468
doomed,negative,NRC,6468
doomed,sadness,NRC,6468
doomsday,anger,NRC,6468
doomsday,anticipation,NRC,6468
doomsday,disgust,NRC,6468
doomsday,fear,NRC,6468
doomsday,negative,NRC,6468
doomsday,sadness,NRC,6468
doubt,fear,NRC,6468
doubt,negative,NRC,6468
doubt,sadness,NRC,6468
doubt,trust,NRC,6468
doubtful,negative,NRC,6468
doubting,negative,NRC,6468
doubtless,positive,NRC,6468
doubtless,trust,NRC,6468
douche,negative,NRC,6468
dour,negative,NRC,6468
dove,anticipation,NRC,6468
dove,joy,NRC,6468
dove,positive,NRC,6468
dove,trust,NRC,6468
downfall,fear,NRC,6468
downfall,negative,NRC,6468
downfall,sadness,NRC,6468
downright,trust,NRC,6468
downy,positive,NRC,6468
drab,negative,NRC,6468
drab,sadness,NRC,6468
draft,anticipation,NRC,6468
dragon,fear,NRC,6468
drainage,negative,NRC,6468
drawback,negative,NRC,6468
dread,anticipation,NRC,6468
dread,fear,NRC,6468
dread,negative,NRC,6468
dreadful,anger,NRC,6468
dreadful,anticipation,NRC,6468
dreadful,disgust,NRC,6468
dreadful,fear,NRC,6468
dreadful,negative,NRC,6468
dreadful,sadness,NRC,6468
dreadfully,disgust,NRC,6468
dreadfully,fear,NRC,6468
dreadfully,negative,NRC,6468
dreadfully,sadness,NRC,6468
dreadfully,surprise,NRC,6468
dreary,negative,NRC,6468
dreary,sadness,NRC,6468
drinking,negative,NRC,6468
drivel,disgust,NRC,6468
drivel,negative,NRC,6468
drone,negative,NRC,6468
drool,disgust,NRC,6468
drooping,negative,NRC,6468
drought,negative,NRC,6468
drown,fear,NRC,6468
drown,negative,NRC,6468
drown,sadness,NRC,6468
drowsiness,negative,NRC,6468
drudgery,negative,NRC,6468
drugged,sadness,NRC,6468
drunken,disgust,NRC,6468
drunken,negative,NRC,6468
drunkenness,negative,NRC,6468
dubious,fear,NRC,6468
dubious,negative,NRC,6468
dubious,trust,NRC,6468
duel,anger,NRC,6468
duel,anticipation,NRC,6468
duel,fear,NRC,6468
duet,positive,NRC,6468
duke,positive,NRC,6468
dull,negative,NRC,6468
dull,sadness,NRC,6468
dumb,negative,NRC,6468
dummy,negative,NRC,6468
dumps,anger,NRC,6468
dumps,negative,NRC,6468
dumps,sadness,NRC,6468
dun,negative,NRC,6468
dung,disgust,NRC,6468
dungeon,fear,NRC,6468
dungeon,negative,NRC,6468
dupe,anger,NRC,6468
dupe,negative,NRC,6468
duplicity,anger,NRC,6468
duplicity,negative,NRC,6468
durability,positive,NRC,6468
durability,trust,NRC,6468
durable,positive,NRC,6468
durable,trust,NRC,6468
duress,anger,NRC,6468
duress,disgust,NRC,6468
duress,fear,NRC,6468
duress,negative,NRC,6468
duress,sadness,NRC,6468
dust,negative,NRC,6468
dutiful,anticipation,NRC,6468
dutiful,positive,NRC,6468
dutiful,trust,NRC,6468
dwarfed,fear,NRC,6468
dwarfed,negative,NRC,6468
dwarfed,sadness,NRC,6468
dying,anger,NRC,6468
dying,disgust,NRC,6468
dying,fear,NRC,6468
dying,negative,NRC,6468
dying,sadness,NRC,6468
dynamic,surprise,NRC,6468
dysentery,disgust,NRC,6468
dysentery,negative,NRC,6468
dysentery,sadness,NRC,6468
eager,anticipation,NRC,6468
eager,joy,NRC,6468
eager,positive,NRC,6468
eager,surprise,NRC,6468
eager,trust,NRC,6468
eagerness,anticipation,NRC,6468
eagerness,joy,NRC,6468
eagerness,positive,NRC,6468
eagerness,trust,NRC,6468
eagle,trust,NRC,6468
earl,positive,NRC,6468
earn,positive,NRC,6468
earnest,positive,NRC,6468
earnestly,positive,NRC,6468
earnestness,positive,NRC,6468
earthquake,anger,NRC,6468
earthquake,fear,NRC,6468
earthquake,negative,NRC,6468
earthquake,sadness,NRC,6468
earthquake,surprise,NRC,6468
ease,positive,NRC,6468
easement,positive,NRC,6468
easygoing,positive,NRC,6468
eat,positive,NRC,6468
eavesdropping,negative,NRC,6468
economy,trust,NRC,6468
ecstasy,anticipation,NRC,6468
ecstasy,joy,NRC,6468
ecstasy,positive,NRC,6468
ecstatic,anticipation,NRC,6468
ecstatic,joy,NRC,6468
ecstatic,positive,NRC,6468
ecstatic,surprise,NRC,6468
edict,fear,NRC,6468
edict,negative,NRC,6468
edification,anticipation,NRC,6468
edification,joy,NRC,6468
edification,positive,NRC,6468
edification,trust,NRC,6468
edition,anticipation,NRC,6468
educate,positive,NRC,6468
educated,positive,NRC,6468
educational,positive,NRC,6468
educational,trust,NRC,6468
eel,fear,NRC,6468
effective,positive,NRC,6468
effective,trust,NRC,6468
effeminate,negative,NRC,6468
efficacy,positive,NRC,6468
efficiency,positive,NRC,6468
efficient,anticipation,NRC,6468
efficient,positive,NRC,6468
efficient,trust,NRC,6468
effigy,anger,NRC,6468
effort,positive,NRC,6468
egotistical,disgust,NRC,6468
egotistical,negative,NRC,6468
egregious,anger,NRC,6468
egregious,disgust,NRC,6468
egregious,negative,NRC,6468
ejaculation,anticipation,NRC,6468
ejaculation,joy,NRC,6468
ejaculation,positive,NRC,6468
ejaculation,surprise,NRC,6468
ejaculation,trust,NRC,6468
eject,negative,NRC,6468
ejection,negative,NRC,6468
elaboration,positive,NRC,6468
elated,joy,NRC,6468
elated,positive,NRC,6468
elbow,anger,NRC,6468
elder,positive,NRC,6468
elder,trust,NRC,6468
elders,positive,NRC,6468
elders,trust,NRC,6468
elect,positive,NRC,6468
elect,trust,NRC,6468
electorate,trust,NRC,6468
electric,joy,NRC,6468
electric,positive,NRC,6468
electric,surprise,NRC,6468
electricity,positive,NRC,6468
elegance,anticipation,NRC,6468
elegance,joy,NRC,6468
elegance,positive,NRC,6468
elegance,trust,NRC,6468
elegant,joy,NRC,6468
elegant,positive,NRC,6468
elevation,anticipation,NRC,6468
elevation,fear,NRC,6468
elevation,joy,NRC,6468
elevation,positive,NRC,6468
elevation,trust,NRC,6468
elf,anger,NRC,6468
elf,disgust,NRC,6468
elf,fear,NRC,6468
eligible,positive,NRC,6468
elimination,anger,NRC,6468
elimination,disgust,NRC,6468
elimination,fear,NRC,6468
elimination,negative,NRC,6468
elimination,sadness,NRC,6468
elite,anticipation,NRC,6468
elite,joy,NRC,6468
elite,positive,NRC,6468
elite,trust,NRC,6468
eloquence,positive,NRC,6468
eloquent,positive,NRC,6468
elucidate,positive,NRC,6468
elucidate,trust,NRC,6468
elusive,negative,NRC,6468
elusive,surprise,NRC,6468
emaciated,fear,NRC,6468
emaciated,negative,NRC,6468
emaciated,sadness,NRC,6468
emancipation,anticipation,NRC,6468
emancipation,joy,NRC,6468
emancipation,positive,NRC,6468
embargo,negative,NRC,6468
embarrass,negative,NRC,6468
embarrass,sadness,NRC,6468
embarrassing,negative,NRC,6468
embarrassment,fear,NRC,6468
embarrassment,negative,NRC,6468
embarrassment,sadness,NRC,6468
embarrassment,surprise,NRC,6468
embezzlement,negative,NRC,6468
embolism,fear,NRC,6468
embolism,negative,NRC,6468
embolism,sadness,NRC,6468
embrace,anticipation,NRC,6468
embrace,joy,NRC,6468
embrace,positive,NRC,6468
embrace,surprise,NRC,6468
embrace,trust,NRC,6468
embroiled,negative,NRC,6468
emergency,fear,NRC,6468
emergency,negative,NRC,6468
emergency,sadness,NRC,6468
emergency,surprise,NRC,6468
emeritus,positive,NRC,6468
eminence,positive,NRC,6468
eminence,trust,NRC,6468
eminent,positive,NRC,6468
eminently,positive,NRC,6468
emir,positive,NRC,6468
empathy,positive,NRC,6468
emphasize,trust,NRC,6468
employ,trust,NRC,6468
empower,positive,NRC,6468
emptiness,sadness,NRC,6468
emulate,positive,NRC,6468
enable,positive,NRC,6468
enable,trust,NRC,6468
enablement,positive,NRC,6468
enablement,trust,NRC,6468
enchant,anticipation,NRC,6468
enchant,joy,NRC,6468
enchant,positive,NRC,6468
enchant,surprise,NRC,6468
enchanted,joy,NRC,6468
enchanted,positive,NRC,6468
enchanted,trust,NRC,6468
enchanting,anticipation,NRC,6468
enchanting,joy,NRC,6468
enchanting,positive,NRC,6468
enclave,negative,NRC,6468
encore,positive,NRC,6468
encourage,joy,NRC,6468
encourage,positive,NRC,6468
encourage,trust,NRC,6468
encouragement,positive,NRC,6468
encroachment,fear,NRC,6468
encroachment,negative,NRC,6468
encumbrance,anger,NRC,6468
encumbrance,fear,NRC,6468
encumbrance,negative,NRC,6468
encumbrance,sadness,NRC,6468
encyclopedia,positive,NRC,6468
encyclopedia,trust,NRC,6468
endanger,anticipation,NRC,6468
endanger,fear,NRC,6468
endanger,negative,NRC,6468
endangered,fear,NRC,6468
endangered,negative,NRC,6468
endeavor,anticipation,NRC,6468
endeavor,positive,NRC,6468
endemic,disgust,NRC,6468
endemic,fear,NRC,6468
endemic,negative,NRC,6468
endemic,sadness,NRC,6468
endless,anger,NRC,6468
endless,fear,NRC,6468
endless,joy,NRC,6468
endless,negative,NRC,6468
endless,positive,NRC,6468
endless,sadness,NRC,6468
endless,trust,NRC,6468
endocarditis,fear,NRC,6468
endocarditis,sadness,NRC,6468
endow,positive,NRC,6468
endow,trust,NRC,6468
endowed,positive,NRC,6468
endowment,positive,NRC,6468
endowment,trust,NRC,6468
endurance,positive,NRC,6468
endure,positive,NRC,6468
enema,disgust,NRC,6468
enemy,anger,NRC,6468
enemy,disgust,NRC,6468
enemy,fear,NRC,6468
enemy,negative,NRC,6468
energetic,positive,NRC,6468
enforce,anger,NRC,6468
enforce,fear,NRC,6468
enforce,negative,NRC,6468
enforce,positive,NRC,6468
enforcement,negative,NRC,6468
engaged,anticipation,NRC,6468
engaged,joy,NRC,6468
